Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/19/2017 18:28:41 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00989015973633628| Всего: 1,80074333827515| Состояние: NOLOAD 
Время: 04/19/2017 18:28:44 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00438889590762039| Всего: 1,80513223418277| Состояние: NOLOAD 
Время: 04/19/2017 18:28:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00199411327112192| Всего: 1,80712634745389| Состояние: NOLOAD 
Время: 04/19/2017 18:28:50 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00757624503112223| Всего: 1,81470259248501| Состояние: NOLOAD 
Время: 04/19/2017 18:28:53 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0071039657095| Всего: 1,82180655819451| Состояние: NOLOAD 
Время: 04/19/2017 18:28:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00202654402331754| Всего: 1,82383310221783| Состояние: NOLOAD 
Время: 04/19/2017 18:28:59 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0060551050752658| Всего: 1,8298882072931| Состояние: NOLOAD 
Время: 04/19/2017 18:29:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00190325160133804| Всего: 1,83179145889444| Состояние: NOLOAD 
Время: 04/19/2017 18:29:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000545129739001919| Всего: 1,83689946392876| Состояние: NOLOAD 
Время: 04/19/2017 18:29:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00456287529532| Всего: 1,83635433418976| Состояние: NOLOAD 
Время: 04/19/2017 18:29:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00760578466467829| Всего: 1,84450524859344| Состояние: OK 
Время: 04/19/2017 18:29:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0068876359736955| Всего: 1,85139288456714| Состояние: OK 
Время: 04/19/2017 18:29:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00145423597723909| Всего: 1,86217132520502| Состояние: OK 
Время: 04/19/2017 18:29:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0093242046606374| Всего: 1,86071708922778| Состояние: OK 
Время: 04/19/2017 18:29:53 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00457636447836476| Всего: 1,87127983261895| Состояние: OK 
Время: 04/19/2017 18:29:53 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00453214293556853| Всего: 1,86670346814059| Состояние: OK 
Время: 04/19/2017 18:29:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0085100401791325| Всего: 1,87978987279808| Состояние: OK 
Время: 04/19/2017 18:29:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0071043271278517| Всего: 1,88689419992593| Состояние: OK 
Время: 04/19/2017 18:29:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00322955269982552| Всего: 1,89778572034458| Состояние: OK 
Время: 04/19/2017 18:29:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00766196771881635| Всего: 1,89455616764475| Состояние: OK 
Время: 04/19/2017 18:29:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00537075986404473| Всего: 1,90315648020862| Состояние: OK 
Время: 04/19/2017 18:29:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00858435507797839| Всего: 1,9117408352866| Состояние: OK 
Время: 04/19/2017 18:29:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00980847194781921| Всего: 1,92154930723442| Состояние: OK 
Время: 04/19/2017 18:29:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00890369254113347| Всего: 1,93671609969195| Состояние: OK 
Время: 04/19/2017 18:29:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00626309991640183| Всего: 1,92781240715082| Состояние: OK 
Время: 04/19/2017 18:29:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00236536945326504| Всего: 1,93908146914521| Состояние: OK 
Время: 04/19/2017 18:29:59 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00222981902874532| Всего: 1,94131128817396| Состояние: NOLOAD 
Время: 04/19/2017 18:30:02 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00335845710866081| Всего: 1,94466974528262| Состояние: NOLOAD 
Время: 04/19/2017 18:30:05 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00747018293359791| Всего: 1,95213992821622| Состояние: NOLOAD 
Время: 04/19/2017 18:30:08 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00598056323639143| Всего: 1,95812049145261| Состояние: NOLOAD 
Время: 04/19/2017 18:30:11 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00732900111811655| Всего: 1,96544949257073| Состояние: NOLOAD 
Время: 04/19/2017 18:30:14 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00211947749467542| Всего: 1,96756897006541| Состояние: NOLOAD 
Время: 04/19/2017 18:30:17 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00854200494873431| Всего: 1,97611097501414| Состояние: NOLOAD 
Время: 04/19/2017 18:30:20 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00147018305094456| Всего: 1,97758115806508| Состояние: NOLOAD 
Время: 04/19/2017 18:30:23 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00622427469874931| Всего: 1,98380543276383| Состояние: NOLOAD 
Время: 04/19/2017 18:30:26 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00661275561741216| Всего: 1,99041818838124| Состояние: NOLOAD 
Время: 04/19/2017 18:30:29 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00180089425379452| Всего: 1,99221908263503| Состояние: NOLOAD 
Время: 04/19/2017 18:30:32 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00988209779834472| Всего: 2,00210118043337| Состояние: NOLOAD 
Время: 04/19/2017 18:30:35 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00585070331853382| Всего: 2,0079518837519| Состояние: NOLOAD 
Время: 04/19/2017 18:30:38 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00142611241034517| Всего: 2,00937799616224| Состояние: NOLOAD 
Время: 04/19/2017 18:30:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00914965533611814| Всего: 2,01852765149836| Состояние: NOLOAD 
Время: 04/19/2017 18:30:44 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0077023164544731| Всего: 2,02622996795283| Состояние: NOLOAD 
Время: 04/19/2017 18:30:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00726567531342882| Всего: 2,03349564326626| Состояние: NOLOAD 
Время: 04/19/2017 18:30:50 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00925958759582582| Всего: 2,04275523086209| Состояние: NOLOAD 
Время: 04/19/2017 18:30:53 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000912318691104799| Всего: 2,04366754955319| Состояние: NOLOAD 
